TID,EN,FR,DE,ES,IT,NL,NO,PT,TR,JP,CN,KR,RU
TID_POPUP_REARM_ALL,Re-arm all traps,Réarmer tous les pièges,Alle Fallen reaktivieren,Rearmar trampas,Riattiva tutte le trappole,Alle vallen herladen,Armer alle fellene,Rearmar todas as armadilhas,Tüm tuzakları yeniden silahlandır,全てのトラップを再利用,重新布置所有陷阱,모든 함정 재장전,Перевооружить все
TID_POPUP_RELOAD_ALL_INFERNOS,Reload all Inferno Towers,Recharger toutes les tours de l'enfer,Alle Infernotürme nachladen,Recarga todas las torres infernales,Ricarica tutte le Torri infernali,Herlaad infernotorens,Lad alle infernotårn,Recarregar todas as torres Inferno,Tüm Cehennem Kulelerini doldur,全てのインフェルノタワーに充填,重新装载所有地狱之塔,모든 지옥불 타워 장전,Перезарядить Адские башни
TID_POPUP_RELOAD_ALL_XBOWS,Reload all X-Bows,Recharger toutes les arbalèXes,Alle X-Bögen nachladen,Recarga todas las ballestas,Ricarica tutti gli Archi-X,Herlaad X-bogen,Lad alle X-buer,Recarregar todas as bestas,Tüm X-Yaylarını doldur,全ての巨大クロスボウに装填,重新装载所有连弩,모든 대형 석궁 장전,Перезарядить арбалеты
TID_POPUP_REMOVE_WAR_DONATION_DESCR,Are you sure you want to delete this donated unit from your war castle?,Voulez-vous vraiment supprimer ce don d'unité de votre château de guerre ?,Möchtest du diese gespendete Einheit wirklich aus deiner Kriegsburg entfernen?,¿Seguro que quieres eliminar esta unidad donada de tu castillo de guerra?,Vuoi davvero eliminare questa unità che ti è stata donata dal tuo castello di guerra?,Weet je zeker dat je deze gedoneerde eenheid uit je oorlogskasteel wilt verwijderen?,Er du sikker på at du vil slette denne donerte enheten fra krigsslottet?,Tem certeza de que quer excluir esta unidade doada do seu castelo de guerra?,Bağışlanan bu birimi savaş kalenden silmek istediğinden emin misin?,この援軍ユニットをクランの城から削除してよろしいですか？,您确定要从部落对战城堡中解散这些增援部队吗？,정말로 지원 받은 병력을 전쟁 성에서 제거하시겠습니까?,Удалить воина союзника из Крепости Клана?
TID_POPUP_REMOVE_WAR_DONATION_TITLE,Delete troop?,Supprimer l'unité ?,Truppen löschen?,¿Eliminar tropa?,Eliminare la truppa?,Troepen verwijderen?,Slette tropp?,Excluir tropa?,Birlikler silinsin mi?,ユニットを削除しますか？,要解散这些增援部队吗？,병력을 제거할까요?,Удалить войско?
TID_POPUP_REVENGE_CLEAR,You can select Revenge only once for each Defense Log entry. Are you sure you're prepared?,Une seule utilisation par entrée du journal de défense. Vous pensez vraiment être prêt ?,Vergeltung geht pro Verteidigungslog-Eintrag nur 1x. Bist du wirklich bereit dafür?,Solo puedes usar la Venganza una vez por cada entrada del registro de defensa. ¿Estás preparado?,Puoi selezionare Vendetta una volta per ogni voce del Resoconto difesa. Sei davvero pronto?,Je kunt wraak maar één keer voor elk verdedigingslog invoeren. Ben je er klaar voor?,Du kan bare velge Hevn én gang for hver oppføring i forsvarsloggen. Er du forberedt?,Você só pode selecionar Vingança uma vez a cada entrada no Registro de Defesas. Está mesmo preparado?,Savunma Günlüğü girdisi başına bir İntikam seçebilirsin. Hazır olduğundan emin misin?,それぞれの防衛ログエントリーに対してリベンジを選択できるのは１回のみです。本当によろしいですか？,您只有一次机会向该玩家复仇。确定现在复仇吗？,각 방어 기록마다 단 한 번의 복수 기회가 주어집니다. 준비되셨습니까?,Вы можете выбрать «Отомстить» лишь раз для каждой осады. Вы готовы?
TID_POPUP_REVENGE_CLEAR_TITLE,Revenge,Revanche,Vergeltung,Venganza,Vendetta,Wraak,Hevn,Vingança,İntikam,リベンジ,复仇,복수,Отомстить
TID_POPUP_SHIELD_REMOVAL,"Attacking will disable your shield, and other players will be able to attack you. Are you sure?","Attaquer annulera votre bouclier, vous rendant vulnérable aux attaques ennemies. Voulez-vous vraiment attaquer?","Wenn du angreifst, wird dein Schild deaktiviert und andere Spieler können dich angreifen. Bist du sicher?","Al atacar, desactivarás el escudo y otros jugadores podrán atacarte. ¿Estás seguro?",Attaccando disattiverai il tuo scudo e gli altri giocatori potranno attaccarti. Confermi?,Als je aanvalt wordt het schild uitgeschakeld en kunnen andere spelers je aanvallen. Weet je het zeker?,"Ved å angripe deaktiveres skjoldet ditt, og andre spillere kan angripe deg. Er du sikker?","Atacar irá desativar o seu escudo, e outros jogadores poderão atacá-lo. Tem certeza?",Saldırınca kalkanın devreden çıkar ve diğer oyuncular sana saldırabilir. Emin misin?,こちらから攻撃をしかけるとシールドが\n解除され、他のプレイヤーが攻撃を\nしかけてこられるようになります。\n攻撃しますか？,发动攻击将失去护盾，这样其他玩家将有可能攻击您。确定要进攻吗？,공격하면 보호막 효과가 사라져 다른 사용자들에게 공격받을 수 있습니다. 괜찮나요?,"Нападение уничтожит ваш щит, и другие игроки смогут на вас напасть. Вы уверены?"
TID_POPUP_SHIELD_REMOVAL_TITLE,Shield is active,Le bouclier est actif,Schild ist aktiv,Escudo activo,Lo scudo è attivo,Schild is geactiveerd,Skjoldet er aktivt,Escudo ativo,Kalkan etkin,シールドが有効です,护盾处于活跃状态,보호막 적용 중,Щит действует
TID_POPUP_SPEED_UP_CONSTRUCTION,Do you want to finish the construction of <item> for <number> Gems?,Voulez-vous terminer la construction de <item> en échange de <number> gemmes ?,Möchtest du den <item>-Bau für <number> Juwelen beenden?,¿Quieres acabar de fabricar <item> por <number> gemas?,Vuoi completare la costruzione di <item> per <number> gemme?,Wil je de bouw van <item> voor <number> edelstenen voltooien?,Ønsker du å ferdigstille konstruksjonen av <item> for <number> Juveler?,Você deseja concluir a construção de <item> por <number> gemas?,<number> Taş karşılığında <item> inşasını bitirmek ister misiniz?,エメラルド <number> で<item>の建設を\n今すぐ終わらせますか？,您想用<number>颗宝石加速对<item>的修建吗？,보석 <number>개로 <item> 건설을 즉시 완료할까요?,<item>: хотите завершить строительство за кристаллы (<number> шт.)?
TID_POPUP_SPEED_UP_UPGRADE,Do you want to finish the upgrade of <item> for <number> Gems?,Voulez-vous terminer l´amélioration de <item> en échange de <number> gemmes ?,Möchtest du die <item>-Verbesserung für <number> Juwelen beenden?,¿Quieres acabar la mejora de <item> por <number> gemas?,Vuoi completare il miglioramento di <item> per <number> gemme?,Wil je de upgrade van <item> voor <number> edelstenen voltooien?,Ønsker du å ferdigstille oppgraderingen av <item> for <number> Juveler?,Você deseja concluir a atualização de <item> por <number> gemas?,<number> Taş karşılığında <item> yükseltmesini bitirmek ister misiniz?,エメラルド <number> で<item>の\nアップグレードを今すぐ終わらせますか？,您想用<number>颗宝石加速对<item>的升级吗？,보석 <number>개로 <item> 업그레이드를 즉시 완료할까요?,<item>: хотите завершить строительство за кристаллы (<number> шт.)?
TID_POPUP_TEXT_ABOUT_TO_REARM_ALL,Do you really want to re-arm all traps for <number> <resource>?,Voulez-vous vraiment réarmer tous les pièges pour <number> <resource> ?,Möchtest du wirklich alle Fallen für <number> <resource> reaktivieren?,¿Seguro que quieres rearmar todas las trampas por <number> de <resource>?,Vuoi davvero riattivare tutte le trappole per <number> <resource>?,Wil je alle vallen herladen voor <number> <resource>?,Vil du virkelig armere alle fellene igjen for <number> <resource>?,Quer mesmo rearmar todas as armadilhas por <number> <resource>?,Tüm tuzakları <number> <resource> karşılığında yeniden silahlandırmak istediğine emin misin?,本当に全てのトラップを<resource><number>で再利用しますか？,你真的想花费 <number> <resource>以重新布置所有陷阱吗？,모든 함정을 <resource> <number>개로 재장전할까요?,Вы точно хотите перезарядить все ловушки за <resource> (<number>)?
TID_POPUP_TEXT_ABOUT_TO_SELL,Do you really want to sell <item> for <number> <resource>?,Voulez-vous vraiment vendre <item> pour <number> <resource>?,"Möchtest du ,,<item>\q wirklich für <number> <resource> verkaufen?",¿Seguro que quieres vender <item> por <number> <resource>?,Vuoi davvero vendere <item> per <number> <resource>?,Wil je <item> echt voor <number> <resource> verkopen?,Vil du virkelig selge <item> for <number> <resource>?,Você realmente quer vender <item> por <number> <resource>?,<item> <number> <resource> karşılığı satılsın mı?,本当に<item>を<resource><number>で\n売りますか？,您确定想以<item>换取<number><resource>吗？,<item>(을)를 <resource> <number>개에 판매할까요?,Вы точно хотите продать <item> за <resource> (<number>)?
TID_POPUP_TEXT_ABOUT_TO_SELL_FREE,Do you really want to remove <item>?,Voulez-vous vraiment retirer : <item> ?,Möchtest du <item> wirklich entfernen?,¿Seguro que quieres eliminar <item>?,Vuoi davvero rimuovere: <item>?,Wil je <item> echt verwijderen?,Vil du virkelig fjerne <item>?,Quer mesmo remover <item>?,<item> gerçekten kaldırılsın mı?,本当に<item>を取り除きますか？,你真的想移除 <item>吗？,<item>(을)를 제거할까요?,Убрать <item>?
TID_POPUP_TEXT_COPY_BASE_LAYOUT,Copy your current village layout to your war base?,Appliquer le plan actuel de votre village à votre base de guerre ?,Möchtest du dein aktuelles Dorflayout auf deine Kriegsbasis übertragen?,¿Quieres copiar la distribución actual de tu aldea en tu base de guerra?,Copiare la disposizione attuale del tuo villaggio nella base di guerra?,Wil je de indeling van je huidige dorp kopiëren naar je oorlogsbasis?,Kopiere den gjeldende landsbyens layout til krigsbasen?,Copiar o layout da sua vila atual à sua base de guerra?,Şimdiki köy tasarımın savaş üssüne kopyalansın mı?,現在の村のレイアウトをクラン対戦の拠点にコピーしますか？,要将当前的村庄布局复制到您的战争基地吗？,현재 마을 배치 상태를 전쟁 기지에 복사할까요?,Скопировать планировку деревни в военную базу?
TID_POPUP_TEXT_RELOAD_ALL_INFERNOS,Do you want to reload all Inferno Towers for <number> <resource>?,Voulez-vous recharger toutes les tours de l'enfer pour <number> <resource> ?,Möchtest du alle Infernotürme für <number> <resource> nachladen?,¿Quieres recargar todas tus torres infernales a cambio de <number> <resource>?,Vuoi ricaricare tutte le tue Torri infernali per <number> <resource>?,Wil je alle infernotorens herladen voor <number> <resource>?,Vil du lade alle infernotårnene for <number> <resource>?,Recarregar todas as torres Inferno por <number> <resource>?,<number> <resource> karşılığında tüm Cehennem Kulelerini doldurmak istiyor musun?,<resource> <number> 個で全てのインフェルノタワーを満タンにしますか？,您要花费<number><resource>重新装载地狱之塔吗？,<number> <resource>으로 모든 지옥불 타워를 장전하시겠습니까?,Вы точно хотите перезарядить все Адские башни за <number> <resource>?
TID_POPUP_TEXT_RELOAD_ALL_XBOWS,Do you want to reload all X-Bows for <number> <resource>?,Voulez-vous recharger toutes les arbalèXes pour <number> <resource> ?,Möchtest du alle X-Bögen für <number> <resource> nachladen?,¿Quieres recargar todas tus ballestas a cambio de <number> <resource>?,Vuoi ricaricare tutti i tuoi Archi-X per <number> <resource>?,Wil je alle X-bogen herladen voor <number> <resource>?,Vil du lade alle X-buene for <number> <resource>?,Recarregar todas as bestas por <number> <resource>?,<number> <resource> karşılığında tüm X-Yaylarını doldurmak istiyor musun?,<resource> <number> 個で全ての巨大クロスボウに再装填しますか？,您要花费<number><resource>重新装载连弩吗？,<number> <resource>으로 모든 대형 석궁을 장전하시겠습니까?,Вы точно хотите перезарядить все арбалеты за <number> <resource>?
TID_POPUP_TRAIN_TITLE,Train <limit>,Former <limit>,<limit> trainieren,Entrenar <limit>,Addestra <limit>,Train <limit>,Tren <limit>,Treino <limit>,<limit> Eğit,訓練 <limit>,训练<limit>,훈련 <limit>,Тренировать (<limit>)
TID_POPUP_TRY_AGAIN,Estimated time left:,Temps restant estimé :,Geschätzte verbleibende Zeit:,Tiempo restante estimado:,Tempo restante stimato:,Resterende tijd:,Anslått tid igjen:,Tempo estimado:,Kalan tahmini süre:,待ち時間：,预计等待时间：,예상 대기 시간:,Примерно осталось времени:
TID_POPUP_UNDER_ATTACK,"You are under attack! Please wait, your village will load automatically.",On vous attaque ! Veuillez patienter pendant le chargement automatique de votre village.,"Du wirst angegriffen! Bitte warte, dein Dorf lädt sich automatisch.","¡Te están atacando! Espera, tu aldea se cargará automáticamente.","Sei sotto attacco! Attendi, il tuo villaggio si caricherà automaticamente.","Je wordt aangevallen! Ogenblikje geduld, je dorp wordt automatisch geladen.","Du er under angrep! Vent litt, landsbyen lastes automatisk.","Você está sob ataque! Por favor aguarde, sua vila será carregada automaticamente.","Saldırıya uğradın! Lütfen bekle, köyün otomatik olarak yüklenecek.",攻撃を受けています！\n村が自動的にロードされるまで少しお待ちください。,您的村庄正在遭受攻击！请稍等，稍后您才能回到您的村庄。,공격받고 있습니다! 잠시 후 마을을 확인할 수 있습니다.,"На вас напали! Подождите, ваша деревня загрузится автоматически."
TID_POPUP_UPGRADE_ALREADY_IN_PROGRESS,Upgrade in progress,Amélioration en cours,Verbesserung läuft,Mejora en progreso,Miglioramento in corso,Bezig met upgrade,Oppgradering på gang,Atualização em andamento,Yükseltme sürüyor,アップグレード中,正在升级中,업그레이드 중,Идет улучшение
