TID,PL
TID_UNABLE_TO_USE_GEARUP_FOR_MERGE,Nie można użyć zmodyfikowanych systemów obrony do tego połączenia.
TID_UNABLE_TO_WATCH,Gracz nie bierze aktualnie udziału w bitwie.
TID_UNCLOK_FROM_LABORATORY,Odblokuj w laboratorium
TID_UNDERAGE_PLAYER_LOGIN_DISALLOWED_KUNLUN,根据国家防沉迷通知的相关要求和最新强化的防沉迷政策，由于您是未成年玩家，仅能在周五、周六、周日及法定节假日每日20时至21时登录游戏，在上述时间段之外无法游戏，请注意休息。
TID_UNDERAGE_PLAYER_PLAYTIME_ENDED_KUNLUN,根据国家防沉迷通知的相关要求和最新强化的防沉迷政策，由于您是未成年玩家，仅能在周五、周六、周日及法定节假日每日20时至21时登录游戏，在上述时间段之外无法游戏，请注意休息。
TID_UNDERAGE_PLAYER_PLAYTIME_ENDING_SOON_WARNING_KUNLUN,根据国家防沉迷通知的相关要求，未成年玩家仅能在\q周五、周六、周日和法定节假日每日20时至21时登录游戏\q，其他时间无法游戏，今日可游戏时间剩余<num>分钟。请您注意休息。
TID_UNITS_LEFT,Pozostało: <number>
TID_UNIT_ABILITY_COOLDOWN_ACTIVE,"Musisz poczekać, zanim znów użyjesz zdolności oddziału."
TID_UNIT_COUNT,Jednostki:
TID_UNIT_STORAGE_CAPACITY,Pojemność oddziału: <number>
TID_UNIT_STORAGE_CAPACITY_ALL,Pojemność oddziału ogółem: <number>
TID_UNLOCKED_ARMY,Wojsko
TID_UNLOCKING_ITEM,<cffcc33>Odblokować</c>: <item>?
TID_UNLOCK_BARRACK_TROOP,Odblokowuje: <name>
TID_UNLOCK_BUILDINGS,Odblokowuje budynki:
TID_UNLOCK_BUILDING_MULTIPLE,Odblokowuje:
TID_UNLOCK_DISTRICT,Odblokowuje dystrykt:
TID_UNLOCK_DISTRICT_RUINS,Odblokowuje dystrykt i ruiny:
TID_UNLOCK_GEAR,Odblokowuje wyposażenie:
TID_UNLOCK_PET,Odblokowuje: <name>
TID_UNLOCK_RUINS,Odblokowuje ruiny:
TID_UNLOCK_SPELL_FORGE_SPELL,Odblokowuje: <name>
TID_UNLOCK_UTIL_CHARACTER_ITEM_NOT_OWNED,Nie posiadasz tego wyposażenia.
TID_UNLOCK_UTIL_DONATION_REQUEST_REQUIRES_CC_LEVEL,"Odblokuj, <cffcd443d>ulepszając zamek klanu do poziomu <number>.</c>"
TID_UNLOCK_UTIL_HEROES_REQUIRE_TOWN_HALL_LEVEL,"Odblokuj herosów, <cffcd443d>ulepszając ratusz do poziomu <number>.</c>"
TID_UNLOCK_UTIL_HERO_SLOT_REQUIRES_HERO_HALL_UPGRADE,"Odblokuj miejsce na herosa <slot>, <cffcd443d>ulepszając salę herosów do poziomu<number>.</c>"
TID_UNLOCK_UTIL_REQUIRED_BARRACK_UPGRADE,"Odblokuj, <cffcd443d>ulepszając koszary do poziomu <number>.</c>"
TID_UNLOCK_UTIL_REQUIRED_BLACKSMITH_BUILDING,"Odblokuj, <cffcd443d>budując chatę kowala</c>."
TID_UNLOCK_UTIL_REQUIRED_BLACKSMITH_BUILDING_AT_LEVEL,"Odblokuj, <cffcd443d>budując chatę kowala</c> i <cffcd443d>ulepszając ją do poziomu <number>.</c>"
TID_UNLOCK_UTIL_REQUIRED_BLACKSMITH_LEVEL,"Odblokuj, <cffcd443d>ulepszając chatę kowala do poziomu <number>.</c>"
TID_UNLOCK_UTIL_REQUIRED_BLACKSMITH_UPGRADE,"Odblokuj, <cffcd443d>ulepszając chatę kowala do poziomu <number>.</c>"
TID_UNLOCK_UTIL_REQUIRED_CLAN_CASTLE_BUILDING,"Odblokuj, <cffcd443d>odbudowując zamek klanu</c>."
TID_UNLOCK_UTIL_REQUIRED_DARK_BARRACK_BUILDING,"Odblokuj, <cffcd443d>budując mroczne koszary</c>."
TID_UNLOCK_UTIL_REQUIRED_DARK_BARRACK_BUILDING_AT_LEVEL,"Odblokuj, <cffcd443d>budując mroczne koszary</c> i <cffcd443d>ulepszając je do poziomu <number>.</c>"
TID_UNLOCK_UTIL_REQUIRED_DARK_BARRACK_UPGRADE,"Odblokuj, <cffcd443d>ulepszając mroczne koszary do poziomu <number>.</c>"
TID_UNLOCK_UTIL_REQUIRED_DARK_SPELL_FORGE_BUILDING,"Odblokuj, <cffcd443d>budując fabrykę mrocznych zaklęć</c>."
TID_UNLOCK_UTIL_REQUIRED_DARK_SPELL_FORGE_BUILDING_AT_LEVEL,"Odblokuj, <cffcd443d>budując fabrykę mrocznych zaklęć</c> i <cffcd443d>ulepszając ją do poziomu <number>.</c>"
TID_UNLOCK_UTIL_REQUIRED_DARK_SPELL_FORGE_UPGRADE,"Odblokuj, <cffcd443d>ulepszając fabrykę mrocznych zaklęć do poziomu <number>.</c>"
TID_UNLOCK_UTIL_REQUIRED_HERO_HALL,"Odblokuj, <cffcd443d>budując salę herosów</c>."
TID_UNLOCK_UTIL_REQUIRED_HERO_HALL_AT_LEVEL,"Odblokuj, <cffcd443d>budując salę herosów</c> i <cffcd443d>ulepszając ją do poziomu <number>.</c>"
TID_UNLOCK_UTIL_REQUIRED_HERO_UNLOCKED,"Odblokuj, <cffcd443d>odblokowując: <hero></c>."
TID_UNLOCK_UTIL_REQUIRED_LABORATORY_LEVEL,Wymagany <number>. poziom laboratorium.
TID_UNLOCK_UTIL_REQUIRED_PET_SHOP_BUILDING,"Odblokuj, <cffcd443d>budując dom zwierząt</c>."
TID_UNLOCK_UTIL_REQUIRED_PET_SHOP_BUILDING_AT_LEVEL,"Odblokuj, <cffcd443d>budując dom zwierząt</c> i <cffcd443d>ulepszając go do poziomu <number>.</c>"
TID_UNLOCK_UTIL_REQUIRED_PET_SHOP_UPGRADE,"Odblokuj, <cffcd443d>ulepszając dom zwierząt do poziomu <number>.</c>"
TID_UNLOCK_UTIL_REQUIRED_SIEGE_WORKSHOP_BUILDING,"Odblokuj, <cffcd443d>budując warsztat</c>."
TID_UNLOCK_UTIL_REQUIRED_SIEGE_WORKSHOP_BUILDING_AT_LEVEL,"Odblokuj, <cffcd443d>budując warsztat</c> i <cffcd443d>ulepszając go do poziomu <number>.</c>"
TID_UNLOCK_UTIL_REQUIRED_SIEGE_WORKSHOP_UPGRADE,"Odblokuj, <cffcd443d>ulepszając warsztat do poziomu <number>.</c>"
TID_UNLOCK_UTIL_REQUIRED_SPELL_FORGE_BUILDING,"Odblokuj, <cffcd443d>budując fabrykę zaklęć</c>."
TID_UNLOCK_UTIL_REQUIRED_SPELL_FORGE_BUILDING_AT_LEVEL,"Odblokuj, <cffcd443d>budując fabrykę zaklęć</c> i <cffcd443d>ulepszając ją do poziomu <number>.</c>"
TID_UNLOCK_UTIL_REQUIRED_SPELL_FORGE_UPGRADE,"Odblokuj, <cffcd443d>ulepszając fabrykę zaklęć do poziomu <number>.</c>"
TID_UNLOCK_UTIL_REQUIRED_TOWN_HALL_LEVEL,"Odblokuj, <cffcd443d>ulepszając ratusz do poziomu <number>.</c>"
TID_UNLOCK_UTIL_REQUIRED_TROOP_LEVEL_UPGRADE,"Odblokuj, <cffcd443d>ulepszając jednostkę: <troop> do poziomu <number>.</c>"
TID_UNLOCK_UTIL_TIME_LIMITED_SPELL_NO_LONGER_AVAILABLE,To limitowane zaklęcie nie jest już dostępne.
TID_UNLOCK_UTIL_TIME_LIMITED_TROOP_NO_LONGER_AVAILABLE,Ten limitowany oddział nie jest już dostępny.
TID_UNPIN_ERROR_INTERNAL_ERROR,Coś poszło nie tak. Spróbuj później.
TID_UNPIN_ERROR_MESSAGE,Nie udało się odpiąć wiadomości: {0}
TID_UNPLACED_BUILDINGS,Nierozmieszczone
TID_UNPLACED_HERO_TAVERN_HINT,"Rozmieść salę herosów, by zacząć używać herosów"
TID_UPCOMING_DAYS,Następne dni
TID_UPCOMING_EVENTS,Nadchodzące wydarzenia
TID_UPDATE_REQUIRED_TO_CONTACT_SUPPORT,"By skontaktować się z pomocą, musisz zaktualizować swoją wersję gry."
TID_UPDATE_REQUIRED_TO_CONTACT_SUPPORT_TITLE,Wymagana aktualizacja
TID_UPDATE_TROOP_LEVEL,Ulepsz do poziomu <number>.
TID_UPDATING_CONTENT,Pobieram treści
TID_UPGRADE_ANYWAY,Dalej
TID_UPGRADE_ARTO_INFO,"Zrealizuj poniższe wymagania, by ulepszyć. Gdy wszystkie wymagania zostaną zrealizowane, odblokujesz najnowszy wynalazek Mistrza Budowniczego: B.O.B.A."
TID_UPGRADE_BUILDING_TO_LEVEL_TO_BUILD_MORE,"Ulepsz: <building> do poz. <number>., by zbudować więcej."
TID_UPGRADE_BUILDING_TO_LEVEL_TO_UNLOCK,"Ulepsz: <building> do poz. <number>., by odblokować."
TID_UPGRADE_CAPITAL_UNIT,Ulepsza: <name> do poziomu <number>.
TID_UPGRADE_COUNT_LIMITED,Możesz ulepszyć jeszcze <num> takie struktury
TID_UPGRADE_COUNT_LIMIT_HIT,<c2>Nie możesz ulepszyć więcej takich struktur</c>
TID_UPGRADE_DENIED_UPGRADE_COUNT_LIMIT,Masz już ulepszoną maksymalną liczbę tych struktur.
TID_UPGRADE_FINISH_NOW,Zakończ ulepszanie:
TID_UPGRADE_GEARUP_BUILDING_TO_LEVEL_TO_BUILD_MORE,"Ulepsz i zmodyfikuj: <building> do poz. <number>., by zbudować więcej."
TID_UPGRADE_HOME_TH_LOCKED2_INFO,"Ulepsz te struktury, by odblokować kolejny poziom ratusza."
TID_UPGRADE_HOME_TH_LOCKED_INFO,"Zbuduj te struktury, by odblokować kolejny poziom ratusza."
TID_UPGRADE_HOME_TH_NOT_RECOMMENDED_INFO,"Gdy ulepszysz ratusz, pojawią się silniejsi przeciwnicy. Przy aktualnym poziomie pokonanie ich może być trudne. Pomyśl o ulepszeniu siły ataku przed ulepszeniem ratusza."
TID_UPGRADE_INFO_ATTACK_SPEED,Szybkość ataku: <old> (o <num> s)
TID_UPGRADE_INFO_DAMAGE,Obrażenia: <old> (+<num>)
TID_UPGRADE_INFO_DEPLOY_UNIT,Tempo rozmieszczenia: <name> – <old> (+15%)
TID_UPGRADE_INFO_DPS,Obrażenia na sekundę: <old> (+<num>)
TID_UPGRADE_INFO_HOUSING,Liczba jednostek w obozie wojskowym: <old> (+<num>)
TID_UPGRADE_INFO_HP,Punkty wytrzymałości: <old> (+<num>)
TID_UPGRADE_INFO_ITEM_SPACER,<old> i
TID_UPGRADE_INFO_SPAWNED_UNITS,Liczba przyzwanych jednostek: <old> (+<num>)
TID_UPGRADE_INFO_SPAWNING,Szybkość przyzwania: <name> – <old> (+20%)
TID_UPGRADE_INFO_SPECIAL_ABILITY,Odblokowuje zdolność specjalną: <name>
TID_UPGRADE_INFO_SPECIAL_ABILITY_IMPROVED,Ulepsza zdolność <name>
TID_UPGRADE_INFO_START,Wzrosty:
TID_UPGRADE_SHIPYARD_TO_SAIL,"Odbuduj łódź, by odwiedzić nowe miejsca."
TID_UPGRADE_TASKS_TITLE,Wymagane do ulepszenia
TID_UPGRADE_THE_REQUIRED_BUILDING_FIRST,Wymagana Baza Budowniczego (<name>) na poz. <level>.
TID_UPGRADE_TH_LOCKED_GEARUP,Masz już zmodyfikowaną maksymalną liczbę tych budynków.
TID_UPGRADE_TH_LOCKED_INFO,"Zbuduj te struktury, by odblokować kolejny poziom pracowni Budowniczego."
TID_UPGRADE_TH_LOCKED_TITLE,Ulepszenie niedostępne
TID_UPGRADE_TH_LOCKED_TITLE2,Wymagane struktury:
TID_UPGRADE_TH_LOCKED_TITLE3,Wymagane ulepszenia:
TID_UPGRADE_TH_NOT_RECOMMENDED_TITLE,Zanim ulepszysz…
TID_UPGRADE_TH_NOT_RECOMMENDED_TITLE2,Zalecane ulepszenia:
TID_UPGRADE_TH_TO_GEARUP_UNLOCK,"Ulepsz pracownię Budowniczego do poziomu <number>., by zmodyfikować więcej struktur."
TID_UPGRADE_TIME,Czas ulepszenia
TID_UPGRADE_TOWNHALL_EAGLE_MERGE_INFO,"By rozpocząć to ulepszenie, trzeba połączyć orlą artylerię z ratuszem. Tego działania nie można cofnąć."
TID_UPGRADE_UNITS2,Ulepsz jednostki
TID_UPGRADE_WINDOW_NOTE,Uwaga!
TID_UPGRADING_SUBTITLE,Ulepsz do poz. <number>.
TID_UPGRADING_TOWN_HALL_FIRST,Najpierw ulepsz ratusz.
TID_UPGRADING_WEAPON_FIRST,Najpierw ulepsz broń.
TID_USES_VILLAGE2_BUILDER,Wymaga Mistrza Budowniczego.
TID_USE_ATTACK_CODE_BUTTON,Użyj kodu wyzwania
TID_USE_CLOCKTOWER_POTION_TITLE,Wzmocnić Bazę Budowniczego?
TID_USE_CURRENT_ARMY_AS_FRIENDLY_ARMY,Skopiuj bieżące wojsko
TID_USE_SPELL_EVENT_ACHIEVEMENT_DESC,Wyzwanie wydarzenia: wygraj bitwy multiplayer.\n<cffec78>• Musisz użyć: <unit> (1)</c>.
TID_USE_SPELL_EVENT_ACHIEVEMENT_DESC_PLURAL,Wyzwanie wydarzenia: wygraj bitwy multiplayer.\n<cffec78>• Musisz użyć <usecount> <unit>zaklęć</c>
TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC,Wyzwanie wydarzenia: wygraj bitwy multiplayer.\n<cffec78>• Musisz użyć: <unit> (1)</c>.
TID_USE_TROOP_EVENT_ACHIEVEMENT_DESC_PLURAL,Wyzwanie wydarzenia: wygraj bitwy multiplayer.\n<cffec78>• Musisz użyć oddziałów: <unit> (<usecount>)</c>.
TID_USE_TROOP_EVENT_ACHIEVEMENT_NAME,Użyj: <unit>
TID_V2_DUEL_FEED_BATTLE_STARTED,Bitwa rozpoczęta
TID_V2_DUEL_FEED_BH_DESTROYED,Pracownia zniszczona
TID_V2_DUEL_FEED_DESTROYED,Zniszczone
TID_V2_START_DUEL_ACTIVE,Błąd w dobieraniu graczy: pojedynek już jest aktywny
TID_V2_START_DUEL_ALREADY_IN_MATCHMAKING,Błąd w dobieraniu graczy: dobieranie już trwa
TID_V2_START_DUEL_GENERIC_ERROR,Błąd w dobieraniu graczy
TID_V2_START_DUEL_SNAPSHOT_FAILED,Błąd w dobieraniu graczy: nie udało się zrobić zdjęcia
TID_V2_TRAINING_BARRACKS_UPGRADING,"Gdy koszary są ulepszane, trening oddziałów jest wstrzymany."
TID_VALENTINES_QUEEN,Królowa Łowczyni Serc
TID_VALKYRIE_QUEEN,Królowa Walkirii
TID_VALUE,WARTOŚĆ!
TID_VALUE_STICKER_CONTENT,<value>-KROTNA WARTOŚĆ
TID_VERSUS_BATTLE_ADD_MESSAGE,"Dodaj wiadomość, by rozpocząć przyjacielskie wyzwanie."
TID_VERSUS_BATTLE_SELECT_VALID_LAYOUT,"Wybierz prawidłowy układ, by rozpocząć przyjacielskie wyzwanie."
TID_VERSUS_BATTLE_TRAIN_ARMY,"Wytrenuj pełne wojsko, by rozpocząć przyjacielskie wyzwanie."
TID_VICTORY,Zwycięstwo
TID_VIEW_ALLIANCE,Zobacz klan
TID_VIEW_ALLIANCE_TAB,Zobacz klan
TID_VIEW_HIGHSCORES,Zobacz najsilniejsze klany i graczy z całego świata.
TID_VIEW_PLAYER_ON_WAR_MAP_BUTTON,Zobacz na mapie
TID_VIEW_PROFILE_BUTTON,Profil
TID_VIEW_PROFILE_TAB,Profil gracza
TID_VILLAGE2_PVP_LOOT,Zwycięstwa
TID_VILLAGER_ALCHEMIST_AMOUNT_ZERO,Musisz wybrać zasób do przemiany.
TID_VILLAGER_ALCHEMIST_CHOOSE_RESOURCE,Wybierz zasób do przemiany:
TID_VILLAGER_ALCHEMIST_INFO_ITEM1,Alchemiczka szybko przemienia zasoby z magazynów w inne zasoby.
TID_VILLAGER_ALCHEMIST_INFO_ITEM2,"Może pracować nad jedną przemianą dziennie, gdy jest w pełni wypoczęta."
TID_VILLAGER_ALCHEMIST_INFO_ITEM3,"Ulepszaj ją, by zwiększyć jej moce przerobowe."
TID_VILLAGER_ALCHEMIST_TARGET_RESOURCE,Przemień: <resource> w:
TID_VILLAGER_ALCHEMIST_UPGRADE_INFO,Nowa maks. przemiana zasobów:
TID_VILLAGER_BUILDER_INFO_ITEM1,Uczeń Budowniczego pomaga budowniczemu szybciej kończyć ulepszenia.
TID_VILLAGER_BUILDER_INFO_ITEM2,"Raz na dzień można go wysłać do pracy nad ulepszeniem, gdy jest w pełni wypoczęty."
TID_VILLAGER_BUILDER_INFO_ITEM3,"Pracuje przez godzinę dziennie. Ulepsz go, by przyspieszyć jego pracę."
TID_VILLAGER_LAB_INFO_ITEM1,Asystent laboratorium przyspiesza prace nad badaniami.
TID_VILLAGER_LAB_INFO_ITEM2,"Gdy jest w pełni wypoczęty, chętnie użyczy swoich zdolności, by pomóc w jednym ulepszeniu."
TID_VILLAGER_LAB_INFO_ITEM3,"Pracuje przez godzinę dziennie. Ulepsz go, by przyspieszyć jego pracę."
TID_VILLAGER_LIST_ASSIGN,Przypisać Ucznia Budowniczego?
TID_VILLAGER_LIST_ASSIGN_ALCHEMIST,Przypisać Alchemiczkę?
TID_VILLAGER_LIST_ASSIGN_LAB_ASSISTANT,Przypisać Asystenta laboratorium?
TID_VILLAGER_LIST_BUILDER_NO_JOB,"Rozpocznij ulepszanie Budowniczego, by przypisać Ucznia Budowniczego"
TID_VILLAGER_LIST_IN_PROGRESS,Praca trwa
TID_VILLAGER_LIST_PROGRESS_BUTTON_START,Przypisz
TID_VILLAGER_LIST_RESEARCHER_NO_JOB,"Rozpocznij ulepszanie badań w laboratorium, by przypisać Asystenta laboratorium."
TID_VILLAGER_LIST_WAITING,Ulepszenia w trakcie:
TID_VILLAGER_MIGRATION_TUTORIAL_1,Hura! Po ciężkiej pracy będę mieć w końcu własne miejsce!
TID_VILLAGER_MIGRATION_TUTORIAL_2,"Nie tak szybko, współlokatorze!"
TID_VILLAGER_MIGRATION_TUTORIAL_3,"Wygląda na to, że w laboratorium może się przydać mój talent."
TID_VILLAGER_POPUP_INFO_ASSIGN_REPEAT,Zachowaj przypisanie do zakończenia ulepszenia.
TID_VILLAGER_STATUS_LOCKED,Zablokowane
TID_VILLAGER_STATUS_READY,Gotowy do pracy!
TID_VILLAGER_STATUS_READY_FEMALE,Gotowa do pracy!
TID_VILLAGER_STATUS_READY_MALE,Gotowy do pracy!
TID_VILLAGER_STATUS_WAITING,Dostępne za <time>
TID_VILLAGER_STATUS_WORKING,Pozostały czas: <time>
TID_VILLAGER_STOP_RECURRENCE,"Chcesz usunąć: <villager> z powtarzania pracy nad: <building>?\nWciąż możesz przypisać: <villager> ponownie, gdy będzie dostępny."
TID_VILLAGER_STOP_RECURRENCE_TITLE,Zatrzymać?
TID_VILLAGER_TOTAL_SAVED_TIME,Zaoszczędzony czas ogółem: <time>
TID_VILLAGER_UNLOCK_FIRST,"Odblokuj Ucznia Budowniczego w sklepie, by przypisać go do ulepszenia."
TID_VILLAGER_WAIT_COOLDOWN,Uczeń Budowniczego odpoczywa. Wróć później.
TID_VILLAGE_EDIT_MODE,Tryb edytowania Osady
TID_VILLAGE_EDIT_MODE_V2,Tryb edycji Bazy Budowniczego
TID_VILLAGE_EDIT_MODE_WAR,Tryb edycji bazy wojennej
TID_VILLAGE_EDIT_SAVE_FAILED,Zapisywanie Osady nie powiodło się. Spróbuj ponownie.
TID_VILLAGE_EDIT_SUCCESS,Osada została zapisana.
TID_VILLAGE_GUARD_TITLE,Straż:
TID_VILLAGE_NOT_PREPARED,Osada nieprzygotowana
TID_VILLAGE_OBJECT_ROWBOAT_INFO,"Mistrz Budowniczy może odwiedzać Twoją Osadę, by ulepszać struktury. Zerknij na opcję Zmodyfikuj w strukturach obronnych Osady."
TID_VILLAGE_OBJECT_SHIP,Łódź
TID_VILLAGE_OBJECT_SHIP_INFO,Dzięki łodzi możesz odwiedzać nowe miejsca.
TID_VILLAGE_PREPARED,Osada przygotowana
TID_VILLAGE_ROWBOAT,Łódź Budowniczego
TID_VILLAGE_UNDER_ATTACK,Osada jest atakowana!
TID_VISITING,Odwiedzanie
TID_VISIT_BUTTON,Odwiedź
TID_VISIT_FAILED,Nie udało się odwiedzić osady. Spróbuj później.
TID_VISIT_FAILED_RESTRICTED,Nie można odwiedzić tej osady.
TID_VOUCHER_CLAIM_TEXT,Chcesz odebrać nagrodę teraz?
TID_VOUCHER_CLAIM_TITLE,Odbierz nagrodę
TID_VS,kontra
TID_VS_ATTACK_CONFIRM_INFO,"Zanim rozpoczniesz przyjacielskie wyzwanie, przygotuj się."
TID_WAITING,Oczekuje
TID_WAITING_FOR_ATTACK,Przeciwnik atakuje!
TID_WAITING_FOR_BATTLE_CODE,Czekam na kod…
TID_WAITING_FOR_COOLDOWN,Dostępne:
TID_WAITING_FOR_DUEL_NOTIFICATION,Gracz jest gotowy do bitwy budowniczych.
TID_WAITING_FOR_ENEMY,Czekam na przeciwnika
TID_WAIT_A_WHILE_BEFORE_RETRY_CHALLENGE,"Masz rozpoczęte niedawno wyzwanie, spróbuj ponownie za <time>"
TID_WAIT_BEFORE_ARRANGING_WAR_AGAIN,Kolejne wyzwanie możesz wysłać za <time>
TID_WAIT_BEFORE_TAGGING,Tagowanie w czacie będzie dostępne po <number> min. od dołączenia do klanu.
TID_WALL_BREAKER,Burzyciel
TID_WALL_INFO,Mury chronią Osadę i trzymają przeciwników na linii ognia.
TID_WALL_INFO_SHORT,Mury zapewniają Osadzie bezpieczeństwo.
TID_WALL_WIZARD_BUTTON,Ulepsz więcej
TID_WALL_WIZARD_BUTTON_ADD_WALL,Dodaj mur
TID_WALL_WIZARD_BUTTON_REMOVE_WALL,Usuń mur
TID_WALL_WIZARD_CANT_AFFORD_WALLS,Dodatkowe mury przekraczają limit miejsca na zasoby.
TID_WALL_WIZARD_NOT_ENOUGH_AVAILABLE_WALLS,Mury do zaznaczenia dostępne w liczbie mniejszej niż: <number>.
TID_WALL_WIZARD_NO_AVAILABLE_WALLS,Na tym poziomie nie można dodać więcej murów do Twojego zaznaczenia.
TID_WALL_WIZARD_NO_SELECTED_WALLS,Nie można usunąć więcej murów z Twojego zaznaczenia.
TID_WALL_WIZARD_TITLE,<building> x <number>
TID_WALL_WIZARD_TOO_MANY_UPGRADES,Możesz ulepszyć jednocześnie tylko tyle budynków: <number>.
TID_WARDEN_OF_THE_NORTH,Strażnik Północy
TID_WARLOCK,Wiedźma
TID_WARMACHINE,Maszyna bitewna
TID_WARMACHINE_INFO,Ta potężna maszyna zepsuła się podczas próby podniesienia największego młota w krainie. Potrzebuje kilku napraw i będzie śmigać w bitwie.
TID_WARMACHINE_INFO_SHORT,Mistrz Budowniczy wyrusza w teren w napędzanej parą zbroi.
TID_WARNING_1_GEM_DONATIONS_INACTIVE,Przekazanie za 1 klejnot jest nieaktywne. Na pewno chcesz przekazać za klejnoty?
TID_WARNING_BH_LEVEL_TOO_LOW_TO_COPY_LEVEL,"Jeśli chcesz skopiować układy, musisz mieć pracownię Budowniczego poz. <num>."
TID_WARNING_CANNOT_COPY_LAYOUT_WHILE_EDITING,"Nie możesz skopiować układu, gdy edytujesz inny."
TID_WARNING_CANNOT_SHARE_INCOMPLETE_LAYOUTS,Można udostępniać tylko ukończone układy
TID_WARNING_INVALID_LAYOUT_CODE,Ten link układu jest błędny.
TID_WARNING_SHARED_LAYOUT_NOT_AVAILABLE,Ten układ nie jest już dostępny
TID_WARNING_TH_LEVEL_TOO_LOW_TO_COPY_LEVEL,"Jeśli chcesz skopiować układy, musisz mieć ratusz poz. <num>."
TID_WARNING_WAR_MEMBER_NOT_IN_CLAN,Ten gracz nie należy obecnie do tego klanu.
TID_WAROPTIN_COUNTIN,Tak
TID_WAROPTIN_LEAVE,Zostaw
TID_WAROPTIN_LEAVEOUT,Nie
TID_WAROPTIN_TAKE,Weź
TID_WARRIORGIRL,Walkiria
TID_WARRIOR_CHAMPION,Wojownicza Czempionka
TID_WARRIOR_KING,Wojowniczy Król
TID_WARRIOR_QUEEN,Waleczna Królowa
TID_WARRIOR_WARDEN,Wojowniczy Strażnik
TID_WARS_WON,Wygrane wojny:
TID_WARTOOLS_ATTACK_CONFIRMATION,Ten cel został już wybrany przez innego gracza. Chcesz zaatakować mimo to?
TID_WARTOOLS_CLAIM_TARGET,Wybierz
TID_WARTOOLS_EMPTY_NOTES,"Stuknij, by dodać notatki"
TID_WARTOOLS_REMOVE_CLAIM,Usuń
TID_WAR_ATTACK_CONFIRM_CASTLE_TEXT,Oddziały i zaklęcia w zamku klanu: <number>
TID_WAR_ATTACK_CONFIRM_CASTLE_TEXT_WITH_SIEGE,Posiłki zamku klanu: <number>
TID_WAR_ATTACK_CONFIRM_CASTLE_TROOPS_ONLY_TEXT,Oddziały w zamku klanu: <number>
TID_WAR_ATTACK_CONFIRM_HEROES,Herosi: <number>
TID_WAR_ATTACK_CONFIRM_INFO,"Upewnij się, że wszystko gotowe. Jeśli przejdziesz dalej, zużyjesz jeden z pozostałych ataków wojennych."
TID_WAR_ATTACK_CONFIRM_SIEGE_MACHINE_TEXT,Maszyna oblężnicza: <number>
TID_WAR_ATTACK_CONFIRM_SPELLS_TEXT,Zaklęcia: <number>
TID_WAR_ATTACK_CONFIRM_TITLE,Atakować teraz?
TID_WAR_ATTACK_CONFIRM_TROOPS_TEXT,Oddziały: <number>
TID_WAR_BASE,Edytuj bazę wojenną
TID_WAR_BATTLE_INFO,"W dniu bitewnym każdy przeprowadza swoje ataki. Liczą się tylko najlepsze ataki przeciwko każdemu wrogowi, więc klanowa strategia jest tu kluczowa. Ataki podczas wojny klanów nie skracają ochrony tarczy i nie wpływają na Twoje trofea."
TID_WAR_BATTLE_INFO_HEADLINE,Dzień bitewny
TID_WAR_BROWSE,Szczegóły
TID_WAR_CANNOT_EXCLUDE_MAX_REACHED,Nie można wykluczyć więcej członków z wojny.
TID_WAR_DATA_ERROR_INTERNAL,Nie udało się uzyskać szczegółów wojny. Spróbuj później.
TID_WAR_DATA_ERROR_INVALID_WAR,Nie udało się uzyskać szczegółów wojny.
TID_WAR_DATA_ERROR_NO_LONGER_AVAILABLE,Szczegóły tej wojny nie są już dostępne.
TID_WAR_DAY_DURATION,Okres bitwy
TID_WAR_DONATE,Przekaż
TID_WAR_DONATE_DONE,Maksymalna liczba oddziałów została już przez Ciebie przekazana temu graczowi.
TID_WAR_DONATE_FULL,Ten gracz nie może otrzymać więcej oddziałów
TID_WAR_DONATE_MESSAGE,Poproś
TID_WAR_DONATE_MESSAGE_SAVED,Wiadomość o przekazaniu została zapisana
TID_WAR_DONATE_SPECTATOR,Obserwatorzy nie mogą niczego przekazać.
TID_WAR_DURATION,Bitwa:
TID_WAR_EXCLUDED_MEMBERS,Wykluczeni członkowie:
TID_WAR_HISTORY_NOT_AVAILABLE,Twój klan nigdy nie brał udziału w wojnie.
TID_WAR_HISTORY_NOT_AVAILABLE_OTHER,Ten klan nigdy nie brał udziału w wojnie.
TID_WAR_INFO,"Każdą epicką dwudniową wojnę wygrywa klan, który zdobędzie najwięcej gwiazd. Na zwycięski klan czekają bonusowe łupy i PD. Zwiększysz bonusowe łupy dzięki zwycięskim atakom, ale stracisz większość z nich, jeśli Twój klan przegra wojnę. W przypadku remisu wygrywa klan, który miał największe zniszczenia całkowite i najlepsze ataki."
TID_WAR_INFO_BUTTON,Szczegóły wojny
TID_WAR_INFO_FRIENDLYWAR_ADDITION,"Każdą epicką dwudniową wojnę wygrywa klan, który zdobędzie najwięcej gwiazd. Na zwycięski klan czekają bonusowe łupy i PD. Zwiększysz bonusowe łupy dzięki zwycięskim atakom, ale stracisz większość z nich, jeśli Twój klan przegra wojnę. W przypadku remisu wygrywa klan, który miał największe zniszczenia całkowite i najlepsze ataki.\n\nUwaga: przyjacielska potyczka korzysta z niestandardowego czasu i nie zapewnia łupów ani klanowych PD."
TID_WAR_INFO_HEADLINE,Podsumowanie
